Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
Brimstone Trebuchet,ELD,R,R,"Artifact, Creature",Wall,3,Common,"Defender, reach
{T}: Brimstone Trebuchet deals 1 damage to each opponent.
Whenever a Knight enters the battlefield under your control, untap Brimstone Trebuchet.","Defender, Reach",1,3,ELD,Normal,
Burning-Yard Trainer,ELD,R,R,Creature,"Human, Knight",5,Uncommon,"Trample, haste
When Burning-Yard Trainer enters the battlefield, another target Knight you control gets +2/+2 and gains trample and haste until end of turn.","Haste, Trample",3,3,ELD,Normal,
Claim the Firstborn,ELD,R,R,Sorcery,,1,Uncommon,Gain control of target creature with mana value 3 or less until end of turn. Untap that creature. It gains haste until end of turn.,,,,"ELD, STA",Normal,
Crystal Slipper,ELD,R,R,Artifact,Equipment,2,Common,"Equipped creature gets +1/+0 and has haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,ELD,Normal,
Embercleave,ELD,R,R,Artifact,Equipment,6,Mythic,"Flash
This spell costs {1} less to cast for each attacking creature you control.
When Embercleave enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3}","Equip, Flash",,,"ELD, PELD",Normal,
Embereth Paladin,ELD,R,R,Creature,"Human, Knight",4,Common,"Haste
Adamant — If at least three red mana was spent to cast this spell, Embereth Paladin enters the battlefield with a +1/+1 counter on it.","Adamant, Haste",4,1,ELD,Normal,
Embereth Shieldbreaker // Battle Display,ELD,R,R,Creature,"Human, Knight",2,Uncommon,,,2,1,"ELD, PRM",Adventure,a
Embereth Shieldbreaker // Battle Display,ELD,R,R,Sorcery,Adventure,2,Uncommon,Destroy target artifact. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PRM",Adventure,b
Ferocity of the Wilds,ELD,R,R,Enchantment,,3,Uncommon,Attacking non-Human creatures you control get +1/+0 and have trample.,,,,ELD,Normal,
Fervent Champion,ELD,R,R,Creature,"Human, Knight",1,Rare,"First strike, haste
Whenever Fervent Champion attacks, another target attacking Knight you control gets +1/+0 until end of turn.
Equip abilities you activate that target Fervent Champion cost {3} less to activate.","Equip, First strike, Haste",1,1,"ELD, PELD",Normal,
Fires of Invention,ELD,R,R,Enchantment,,4,Rare,"You can cast spells only during your turn and you can cast no more than two spells each turn.
You may cast spells with mana value less than or equal to the number of lands you control without paying their mana costs.",,,,"ELD, PELD",Normal,
Fling,ELD,R,R,Instant,,2,Common,"As an additional cost to cast this spell, sacrifice a creature.
Fling deals damage equal to the sacrificed creature's power to any target.",,,,"AKH, DKA, ELD, JMP, M11, M12, MB1, PAL01, PC2, PCA, PRM, PWP10, PWP11, STH",Normal,
Irencrag Feat,ELD,R,R,Sorcery,,4,Rare,Add seven {R}. You can cast only one more spell this turn.,,,,"ELD, PELD",Normal,
Irencrag Pyromancer,ELD,R,R,Creature,"Human, Wizard",3,Rare,"Whenever you draw your second card each turn, Irencrag Pyromancer deals 3 damage to any target.",,0,4,"ELD, PELD",Normal,
Joust,ELD,R,R,Sorcery,,2,Uncommon,Choose target creature you control and target creature you don't control. The creature you control gets +2/+1 until end of turn if it's a Knight. Then those creatures fight each other. (Each deals damage equal to its power to the other.),Fight,,,ELD,Normal,
Mad Ratter,ELD,R,R,Creature,Goblin,4,Uncommon,"Whenever you draw your second card each turn, create two 1/1 black Rat creature tokens.",,1,2,ELD,Normal,
Merchant of the Vale // Haggle,ELD,R,R,Creature,"Human, Peasant",3,Common,"{2}{R}, Discard a card: Draw a card.",,2,3,"ELD, PRM",Adventure,a
Merchant of the Vale // Haggle,ELD,R,R,Instant,Adventure,3,Common,"You may discard a card. If you do, draw a card. (Then exile this card. You may cast the creature later from exile.)",,,,"ELD, PRM",Adventure,b
Ogre Errant,ELD,R,R,Creature,"Ogre, Knight",4,Common,"Whenever Ogre Errant attacks, another target attacking Knight gains menace until end of turn. (It can't be blocked except by two or more creatures.)",,3,4,ELD,Normal,
Opportunistic Dragon,ELD,R,R,Creature,Dragon,4,Rare,"Flying
When Opportunistic Dragon enters the battlefield, choose target Human or artifact an opponent controls. For as long as Opportunistic Dragon remains on the battlefield, gain control of that permanent, it loses all abilities, and it can't attack or block.",Flying,4,3,"ELD, PELD",Normal,
Raging Redcap,ELD,R,R,Creature,"Goblin, Knight",3,Common,Double strike,Double strike,1,2,ELD,Normal,
Redcap Melee,ELD,R,R,Instant,,1,Uncommon,"Redcap Melee deals 4 damage to target creature or planeswalker. If a nonred permanent is dealt damage this way, you sacrifice a land.",,,,ELD,Normal,
Redcap Raiders,ELD,R,R,Creature,"Goblin, Warrior",3,Common,"Whenever Redcap Raiders attacks, you may tap an untapped non-Human creature you control. If you do, Redcap Raiders gets +1/+1 and gains trample until end of turn.",,3,2,ELD,Normal,
Rimrock Knight // Boulder Rush,ELD,R,R,Creature,"Dwarf, Knight",2,Common,Rimrock Knight can't block.,,3,1,"ELD, PRM",Adventure,a
Rimrock Knight // Boulder Rush,ELD,R,R,Instant,Adventure,2,Common,Target creature gets +2/+0 until end of turn. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PRM",Adventure,b
Robber of the Rich,ELD,R,R,Creature,"Human, Archer, Rogue",2,Mythic,"Reach, haste
Whenever Robber of the Rich attacks, if defending player has more cards in hand than you, exile the top card of their library. During any turn you attacked with a Rogue, you may cast that card and you may spend mana as though it were mana of any color to cast that spell.","Haste, Reach",2,2,"ELD, PELD",Normal,
Scorching Dragonfire,ELD,R,R,Instant,,2,Common,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",,,,"AJMP, ELD, M21",Normal,
Searing Barrage,ELD,R,R,Instant,,5,Common,"Searing Barrage deals 5 damage to target creature.
Adamant — If at least three red mana was spent to cast this spell, Searing Barrage deals 3 damage to that creature's controller.",Adamant,,,ELD,Normal,
Seven Dwarves,ELD,R,R,Creature,Dwarf,2,Common,"Seven Dwarves gets +1/+1 for each other creature named Seven Dwarves you control.
A deck can have up to seven cards named Seven Dwarves.",,2,2,ELD,Normal,
Skullknocker Ogre,ELD,R,R,Creature,Ogre,4,Uncommon,"Whenever Skullknocker Ogre deals damage to an opponent, that player discards a card at random. If the player does, they draw a card.",,4,3,ELD,Normal,
Slaying Fire,ELD,R,R,Instant,,3,Uncommon,"Slaying Fire deals 3 damage to any target.
Adamant — If at least three red mana was spent to cast this spell, it deals 4 damage instead.",Adamant,,,ELD,Normal,
Sundering Stroke,ELD,R,R,Sorcery,,7,Rare,"Sundering Stroke deals 7 damage divided as you choose among one, two, or three targets. If at least seven red mana was spent to cast this spell, instead Sundering Stroke deals 7 damage to each of those permanents and/or players.",,,,"ELD, PELD",Normal,
"Syr Carah, the Bold",ELD,R,R,Creature,"Human, Knight",5,Uncommon,"Whenever Syr Carah, the Bold or an instant or sorcery spell you control deals damage to a player, exile the top card of your library. You may play that card this turn.
{T}: Syr Carah deals 1 damage to any target.",,3,3,ELD,Normal,
Thrill of Possibility,ELD,R,R,Instant,,2,Common,"As an additional cost to cast this spell, discard a card.
Draw two cards.",,,,"ELD, M21, MB1, STA, THB",Normal,
"Torbran, Thane of Red Fell",ELD,R,R,Creature,"Dwarf, Noble",4,Rare,"If a red source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 2 instead.",,2,4,"ELD, PELD",Normal,
Weaselback Redcap,ELD,R,R,Creature,"Goblin, Knight",1,Common,{1}{R}: Weaselback Redcap gets +2/+0 until end of turn.,,1,1,ELD,Normal,
Beanstalk Giant // Fertile Footsteps,ELD,G,G,Creature,Giant,7,Uncommon,Beanstalk Giant's power and toughness are each equal to the number of lands you control.,,*,*,"ELD, PLIST, PRM, ZNC",Adventure,a
Beanstalk Giant // Fertile Footsteps,ELD,G,G,Sorcery,Adventure,7,Uncommon,"Search your library for a basic land card, put it onto the battlefield, then shuffle. (Then exile this card. You may cast the creature later from exile.)",,,,"ELD, PLIST, PRM, ZNC",Adventure,b
Curious Pair // Treats to Share,ELD,G,G,Creature,"Human, Peasant",2,Common,,,1,3,"ELD, PLIST, PRM",Adventure,a
Curious Pair // Treats to Share,ELD,G,G,Sorcery,Adventure,2,Common,"Create a Food token. (Then exile this card. You may cast the creature later from exile. A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,,,"ELD, PLIST, PRM",Adventure,b
Edgewall Innkeeper,ELD,G,G,Creature,"Human, Peasant",1,Uncommon,"Whenever you cast a creature spell that has an Adventure, draw a card. (It doesn't need to have gone on the adventure first.)",,1,1,ELD,Normal,
Feasting Troll King,ELD,G,G,Creature,"Troll, Noble",6,Rare,"Vigilance, trample
When Feasting Troll King enters the battlefield, if you cast it from your hand, create three Food tokens. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Sacrifice three Foods: Return Feasting Troll King from your graveyard to the battlefield. Activate only during your turn.","Trample, Vigilance",7,6,"ELD, PELD",Normal,
Fell the Pheasant,ELD,G,G,Instant,,2,Common,"Fell the Pheasant deals 5 damage to target creature with flying. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,,,ELD,Normal,
Fierce Witchstalker,ELD,G,G,Creature,Wolf,4,Common,"Trample
When Fierce Witchstalker enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Trample,4,4,ELD,Normal,
Flaxen Intruder // Welcome Home,ELD,G,G,Creature,"Human, Berserker",1,Uncommon,"Whenever Flaxen Intruder deals combat damage to a player, you may sacrifice it. When you do, destroy target artifact or enchantment.",,1,2,"ELD, PRM",Adventure,a
Flaxen Intruder // Welcome Home,ELD,G,G,Sorcery,Adventure,1,Uncommon,Create three 2/2 green Bear creature tokens. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PRM",Adventure,b
Garenbrig Carver // Shield's Might,ELD,G,G,Creature,"Human, Warrior",4,Common,,,3,2,"ELD, PRM",Adventure,a
Garenbrig Carver // Shield's Might,ELD,G,G,Instant,Adventure,4,Common,Target creature gets +2/+2 until end of turn. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PRM",Adventure,b
Garenbrig Paladin,ELD,G,G,Creature,"Giant, Knight",5,Common,"Adamant — If at least three green mana was spent to cast this spell, Garenbrig Paladin enters the battlefield with a +1/+1 counter on it.
Garenbrig Paladin can't be blocked by creatures with power 2 or less.",Adamant,4,4,ELD,Normal,
Garenbrig Squire,ELD,G,G,Creature,"Human, Soldier",2,Common,"Whenever you cast a creature spell that has an Adventure, Garenbrig Squire gets +1/+1 until end of turn. (It doesn't need to have gone on the adventure first.)",,2,2,ELD,Normal,
Giant Opportunity,ELD,G,G,Sorcery,,3,Uncommon,"You may sacrifice two Foods. If you do, create a 7/7 green Giant creature token. Otherwise, create three Food tokens. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,,,ELD,Normal,
Gilded Goose,ELD,G,G,Creature,Bird,1,Rare,"Flying
When Gilded Goose enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{1}{G}, {T}: Create a Food token.
{T}, Sacrifice a Food: Add one mana of any color.",Flying,0,2,"ELD, PELD, SLD",Normal,
The Great Henge,ELD,G,G,Artifact,,9,Mythic,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.
{T}: Add {G}{G}. You gain 2 life.
Whenever a nontoken creature enters the battlefield under your control, put a +1/+1 counter on it and draw a card.",,,,"ELD, PELD",Normal,
Insatiable Appetite,ELD,G,G,Instant,,2,Common,"You may sacrifice a Food. If you do, target creature gets +5/+5 until end of turn. Otherwise, that creature gets +3/+3 until end of turn.",,,,ELD,Normal,
Keeper of Fables,ELD,G,G,Creature,Cat,5,Uncommon,"Whenever one or more non-Human creatures you control deal combat damage to a player, draw a card.",,4,5,"ELD, JMP, ZNC",Normal,
Kenrith's Transformation,ELD,G,G,Enchantment,Aura,2,Uncommon,"Enchant creature
When Kenrith's Transformation enters the battlefield, draw a card.
Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3. (It loses all other card types and creature types.)",Enchant,,,ELD,Normal,
Lovestruck Beast // Heart's Desire,ELD,G,G,Creature,"Beast, Noble",3,Rare,Lovestruck Beast can't attack unless you control a 1/1 creature.,,5,5,"ELD, PELD, PRM",Adventure,a
Lovestruck Beast // Heart's Desire,ELD,G,G,Sorcery,Adventure,3,Rare,Create a 1/1 white Human creature token. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PELD, PRM",Adventure,b
Maraleaf Rider,ELD,G,G,Creature,"Elf, Knight",2,Common,Sacrifice a Food: Target creature blocks Maraleaf Rider this turn if able.,,3,1,ELD,Normal,
Oakhame Adversary,ELD,G,G,Creature,"Elf, Warrior",4,Uncommon,"This spell costs {2} less to cast if an opponent controls a green permanent.
Deathtouch
Whenever Oakhame Adversary deals combat damage to a player, draw a card.",Deathtouch,2,3,ELD,Normal,
Once and Future,ELD,G,G,Instant,,4,Uncommon,"Return target card from your graveyard to your hand. Put up to one other target card from your graveyard on top of your library. Exile Once and Future.
Adamant — If at least three green mana was spent to cast this spell, instead return those cards to your hand and exile Once and Future.",Adamant,,,ELD,Normal,
Once Upon a Time,ELD,G,G,Instant,,2,Rare,"If this spell is the first spell you've cast this game, you may cast it without paying its mana cost.
Look at the top five cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,,,"ELD, PELD",Normal,
Outmuscle,ELD,G,G,Sorcery,,4,Common,"Put a +1/+1 counter on target creature you control, then it fights target creature you don't control. (Each deals damage equal to its power to the other.)
Adamant — If at least three green mana was spent to cast this spell, the creature you control gains indestructible until end of turn.","Adamant, Fight",,,ELD,Normal,
Questing Beast,ELD,G,G,Creature,Beast,4,Mythic,"Vigilance, deathtouch, haste
Questing Beast can't be blocked by creatures with power 2 or less.
Combat damage that would be dealt by creatures you control can't be prevented.
Whenever Questing Beast deals combat damage to an opponent, it deals that much damage to target planeswalker that player controls.","Deathtouch, Haste, Vigilance",4,4,"ELD, PELD",Normal,
Return of the Wildspeaker,ELD,G,G,Instant,,5,Rare,"Choose one —
• Draw cards equal to the greatest power among non-Human creatures you control.
• Non-Human creatures you control get +3/+3 until end of turn.",,,,"C21, ELD, PELD, ZNC",Normal,
Return to Nature,ELD,G,G,Instant,,2,Common,"Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Exile target card from a graveyard.",,,,"ELD, M21, THB, WAR",Normal,
Rosethorn Acolyte // Seasonal Ritual,ELD,G,G,Creature,"Elf, Druid",3,Common,{T}: Add one mana of any color.,,2,3,"ELD, PRM",Adventure,a
Rosethorn Acolyte // Seasonal Ritual,ELD,G,G,Sorcery,Adventure,3,Common,Add one mana of any color. (Then exile this card. You may cast the creature later from exile.),,,,"ELD, PRM",Adventure,b
Rosethorn Halberd,ELD,G,G,Artifact,Equipment,1,Common,"When Rosethorn Halberd enters the battlefield, attach it to target non-Human creature you control.
Equipped creature gets +2/+1.
Equip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,"ELD, MB1",Normal,
